Ambientalistmo orienta SIM/NÃO/LIBERADO,id_proposicao,id_votacao,nome_proposicao,ementa_proposicao,obj_votacao,votacao_secreta,resumo,tema,cod_sessao,hora,data,data_apresentacao_proposicao,autor,uri_tramitacao
LIBERADO,123903,5952,PEC 141/2015,"Acrescenta § 3º ao art. 42 da Constituição Federal, que dispõe sobre os militares dos Estados, do Distrito Federal e dos Territórios.","Proposta de Emenda à Constituição nº 141, de 2015 (2º Turno)",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/123903/votacoes#votacao_5952,Servidores públicos,,,2019-04-03,2015-11-04,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/123903
LIBERADO,135983,5954,PEC 34/2019,"Altera os arts. 165 e 166 da Constituição Federal, parar tornar obrigatória a execução da programação orçamentária que especifica.","Emenda nº 10 - CCJ (Substitutivo) à PEC nº 34, de 2019, nos termos do Parecer (1º Turno)",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/135983/votacoes#votacao_5954,Planejamento e orçamento,,,2019-04-03,2019-03-27,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/135983
LIBERADO,135983,5953,PEC 34/2019,"Altera os arts. 165 e 166 da Constituição Federal, parar tornar obrigatória a execução da programação orçamentária que especifica.","Proposta de Emenda à Constituição nº 34, de 2019 (2º Turno)",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/135983/votacoes#votacao_5953,Planejamento e orçamento,,,2019-04-03,2019-03-27,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/135983
LIBERADO,121353,5955,PEC 61/2015,"Altera o art. 166 da Constituição Federal, para autorizar a apresentação de emendas ao projeto de lei do orçamento anual diretamente ao Fundo de Participação dos Estados e do Distrito Federal e ao Fundo de Participação dos Municípios.","Emenda nº 6-Plen (Substitutivo) à Proposta de Emenda à Constituição nº 61, de 2015 (1º Turno)",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/121353/votacoes#votacao_5955,Planejamento e orçamento,,,2019-04-09,2015-05-21,Senador Gleisi Hoffmann e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/121353
LIBERADO,121353,5956,PEC 61/2015,"Altera o art. 166 da Constituição Federal, para autorizar a apresentação de emendas ao projeto de lei do orçamento anual diretamente ao Fundo de Participação dos Estados e do Distrito Federal e ao Fundo de Participação dos Municípios.","Proposta de Emenda à Constituição nº 61, de 2015 (2º Turno)",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/121353/votacoes#votacao_5956,Planejamento e orçamento,,,2019-04-09,2015-05-21,Senador Gleisi Hoffmann e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/121353
LIBERADO,136173,5957,PL 1321/2019,"Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.","Emenda nº 13-Plen ao Projeto de Lei nº 1321, de 2019",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/136173/votacoes#votacao_5957,Direito eleitoral e partidos políticos,,,2019-04-16,2019-04-04,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/136173
LIBERADO,130919,5959,PEC 31/2017,"Dá nova redação aos arts. 103 e 109, para dispor sobre a legitimidade do Defensor Público-Geral Federal para a ação direta de inconstitucionalidade, a ação declaratória de constitucionalidade e o incidente de deslocamento de competência para a Justiça Federal.","PEC nº 31, de 2017, com as Emendas nºs 1 e 2 - CCJ (redação), nos termos do Parecer (1º Turno)",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/130919/votacoes#votacao_5959,Administração pública: órgãos públicos,,,2019-04-23,2017-09-20,Antonio Carlos Valadares PSB / SE e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/130919
LIBERADO,130919,5958,PEC 31/2017,"Dá nova redação aos arts. 103 e 109, para dispor sobre a legitimidade do Defensor Público-Geral Federal para a ação direta de inconstitucionalidade, a ação declaratória de constitucionalidade e o incidente de deslocamento de competência para a Justiça Federal.","Proposta de Emenda à Constituição nº 31, de 2017 (2º Turno)",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/130919/votacoes#votacao_5958,Administração pública: órgãos públicos,,,2019-04-23,2017-09-20,Antonio Carlos Valadares PSB / SE e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/130919
LIBERADO,127414,5960,PEC 57/2016,"Altera os arts. 30, 37, 146, 150, 179 e 195 da Constituição Federal para prever que lei complementar conceituará pequeno Município, poderá disciplinar os princípios da Administração Pública e as normas gerais aplicáveis ao processo administrativo fiscal, à substituição tributária, à moralidade tributária, à eficiência tributária e à vedação de confisco, e ao estabelecimento do estatuto de defesa dos direitos contribuintes; dá nova disciplina ao princípio da anterioridade; elimina a exigência de certidão negativa dos débitos previdenciários para participação em procedimentos licitatórios e contratação com o setor público; e fixa a obrigatoriedade de especificação de tratamento diferenciado e simplificado das microempresas e empresas de pequeno porte no âmbito das normas de caráter geral aplicáveis às empresas.","PEC nº 57, de 2016, com as Emendas nºs 1 a 6 - CCJ, nos termos do Parecer (1º Turno)",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/127414/votacoes#votacao_5960,Tributação,,,2019-05-07,2016-11-08,Aécio Neves PSDB / MG e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/127414
LIBERADO,117839,5961,PLS 188/2014,"Acrescenta inciso IV ao § 3º do art. 198 da Lei nº 5.172, de 25 de outubro de 1966 - Código Tributário Nacional, para permitir a divulgação, por parte da Fazenda Pública, dos beneficiários de renúncia de receita.","Emenda nº 1 - CAE ao Projeto de Lei do Senado nº 188, de 2014 - Complementar",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/117839/votacoes#votacao_5961,Tributação,,,2019-05-21,2014-05-22,Randolfe Rodrigues PSOL / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/117839
SIM,135064,5962,MPV 870/2019,Estabelece a organização básica dos órgãos da Presidência da República e dos Ministérios.,Estabelece a organização básica dos órgãos da Presidência da República e dos Ministérios.,0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/135064/votacoes#votacao_5962,Administração pública: órgãos públicos,,,2019-05-28,2019-01-01,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/135064
LIBERADO,136357,5963,MSF 12/2019,"Submete à consideração do Senado Federal, nos termos do art. 52, inciso III, alínea ""f"", da Constituição, combinado com o art. 53 da Lei nº 10.233, de 2001, a escolha do Senhor DAVI FERREIRA GOMES BARRETO, para exercer o cargo de Diretor da Agência Nacional de Transportes Terrestres - ANTT.","Mensagem nº 12, de 2019 - Davi Ferreira Gomes Barreto (ANTT)",1,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/136357/votacoes#votacao_5963,Nao especificado,,,2019-05-29,2019-03-18,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/136357
LIBERADO,135079,5964,MPV 871/2019,"Institui o Programa Especial para Análise de Benefícios com Indícios de Irregularidade, o Programa de Revisão de Benefícios por Incapacidade, o Bônus de Desempenho Institucional por Análise de Benefícios com Indícios de Irregularidade do Monitoramento Operacional de Benefícios e o Bônus de Desempenho Institucional por Perícia Médica em Benefícios por Incapacidade, e dá outras providências.","Institui o Programa Especial para Análise de Benefícios com Indícios de Irregularidade, o Programa de Revisão de Benefícios por Incapacidade, o Bônus de Desempenho Institucional por Análise de Benefícios com Indícios de Irregularidade do Monitoramento Operacional de Benefícios e o Bônus de Desempenho Institucional por Perícia Médica em Benefícios por Incapacidade, e dá outras providências.",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/135079/votacoes#votacao_5964,Previdência social,,,2019-06-03,2019-01-18,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/135079
"SIM
",129887,5965,PEC 26/2017,"Acrescenta o art. 75-A à Constituição Federal, para dispor sobre a criação de um sistema de avaliação de políticas públicas.","PEC nº 26, de 2017, com a Emenda nº 1 - CCJ, nos termos do Parecer (1º Turno)",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/129887/votacoes#votacao_5965,Administração pública: órgãos públicos,,,2019-06-04,2017-06-29,Maria do Carmo Alves DEM / SE e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/129887
LIBERADO,136708,5966,MSF 17/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com os arts. 39 e 41 da Lei nº 11.440, de 2006, a escolha do  Senhor HELIO VITOR RAMOS FILHO, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República Italiana e, cumulativamente, junto à República de San Marino e à República de Malta.","Mensagem nº 17, de 2019 - Helio Vitor Ramos Filho (Itália, San Marino e Malta)",1,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/136708/votacoes#votacao_5966,Nao especificado,,,2019-06-04,2019-05-13,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/136708
LIBERADO,116081,5967,PLS 26/2014,"Altera o art. 1º da Lei Complementar nº 105, de 10 de janeiro de 2001, para extinguir o sigilo bancário nas operações ativas de instituições oficiais de crédito que tenham como contraparte Estados estrangeiros.","PLS nº 26, de 2014 - Complementar, com as Emendas nos termos dos Pareceres",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/116081/votacoes#votacao_5967,Política econômica e sistema financeiro,,,2019-06-12,2014-02-06,Alvaro Dias PSDB / PR,https://www25.senado.leg.br/web/atividade/materias/-/materia/116081
LIBERADO,132847,5968,PLS 163/2018,"Altera a Lei Complementar nº 156, de 28 de dezembro de 2016, que estabelece o Plano de Auxílio aos Estados e ao Distrito Federal e medidas de estímulo ao reequilíbrio fiscal; e altera a Lei Complementar no 148, de 25 de novembro de 2014, a Lei no 9.496, de 11 de setembro de 1997, a Medida Provisória no 2.192-70, de 24 de agosto de 2001, a Lei no 8.727, de 5 de novembro de 1993, e a Lei Complementar no 101, de 4 de maio de 2000.","Emenda nº 3 - CAE (Substitutivo) ao Projeto de Lei do Senado nº 163, de 2018 - Complementar",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/132847/votacoes#votacao_5968,Planejamento e orçamento,,,2019-06-12,2018-04-05,José Serra PSDB / SP,https://www25.senado.leg.br/web/atividade/materias/-/materia/132847
LIBERADO,137178,5969,PEC 91/2019,Altera o procedimento de apreciação das medidas provisórias pelo Congresso Nacional.,"Proposta de Emenda à Constituição nº 91, de 2019, nos termos do Parecer de Plenário (1º Turno)",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/137178/votacoes#votacao_5969,Processo legislativo,,,2019-06-12,2019-06-05,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/137178
LIBERADO,137178,5970,PEC 91/2019,Altera o procedimento de apreciação das medidas provisórias pelo Congresso Nacional.,"Proposta de Emenda à Constituição nº 91, de 2019 (2º Turno)",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/137178/votacoes#votacao_5970,Processo legislativo,,,2019-06-12,2019-06-05,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/137178
LIBERADO,136635,5971,PDL 233/2019,"Susta o Decreto nº 9.785, de 07 de Maio de 2019, que regulamenta a Lei nº 10.826, de 22 de dezembro de 2003, para dispor sobre a aquisição, o cadastro, o registro, a posse, o porte e a comercialização de armas de fogo e de munição e sobre o Sistema Nacional de Armas e o Sistema Nacional de Gerenciamento Militar de Armas.","Projeto de Decreto Legislativo nº 233, de 2019",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/136635/votacoes#votacao_5971,Nao especificado,,,2019-06-18,2019-05-08,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/136635
LIBERADO,136706,5972,MSF 15/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com os arts. 39 e 41 da Lei nº 11.440, de 2006, a escolha do Senhor PEDRO FERNANDO BRÊTAS BASTOS, para exercer o cargo de Representante Permanente do Brasil junto à Comunidade dos Países de Língua Portuguesa.","Mensagem nº 15, de 2019 - Pedro Fernando Brêtas Bastos (CPLP)",1,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/136706/votacoes#votacao_5972,Nao especificado,,,2019-06-18,2019-04-17,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/136706
LIBERADO,136707,5973,MSF 16/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com os arts. 39 e 41 da Lei nº 11.440, de 2006, a escolha do Senhor HENRIQUE DA SILVEIRA SARDINHA PINTO, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil junto à Santa Sé e, cumulativamente, junto à Ordem Soberana e Militar de Malta.","Mensagem nº 16/2019 - Henrique da Silveira S. Pinto (Santa Sé, e Ordem Soberana e Militar de Malta)",1,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/136707/votacoes#votacao_5973,Nao especificado,,,2019-06-18,2019-05-02,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/136707
LIBERADO,136995,5977,MSF 22/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 46 da Lei nº 11.440, de 2006, o nome do Senhor ANTONIO DE AGUIAR PATRIOTA, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil junto à República Árabe do Egito, e, cumulativamente, ao Estado da Eritréia.","Mensagem nº 22, de 2019 - Antonio de Aguiar Patriota (Egito e Eritréia)",1,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/136995/votacoes#votacao_5977,Nao especificado,,,2019-06-18,2019-04-23,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/136995
LIBERADO,137061,5978,MSF 24/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o parágrafo único do art. 41 da Lei nº 11.440, de 2006, o nome do Senhor CARLOS ALBERTO SIMAS MAGALHÃES, Ministro de Primeira Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República Portuguesa.","Mensagem nº 24, de 2019 - Carlos Alberto Simas Magalhães (Portugal)",1,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/137061/votacoes#votacao_5978,Nao especificado,,,2019-06-25,2019-04-12,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/137061
LIBERADO,137117,5979,MSF 26/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com os arts. 39 e 41 da Lei nº 11.440, de 2006, a escolha do Senhor LUÍS FERNANDO DE ANDRADE SERRA, Ministro de Primeira Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil junto à República Francesa e, cumulativamente, ao Principado de Mônaco.","Mensagem nº 26, de 2019 - Luís Fernando de Andrade Serra (França e Mônaco)",1,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/137117/votacoes#votacao_5979,Nao especificado,,,2019-06-25,2019-06-03,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/137117
LIBERADO,128634,5980,PLC 27/2017,"Estabelece medidas de combate à impunidade, à corrupção; altera os Decretos-Leis nºs 2.848, de 7 de dezembro de 1940 – Código Penal, e 3.689, de 3 de outubro de 1941 –Código de Processo Penal; as Leis nºs 4.717, de 29 de junho de 1965, 4.737, de 15 de julho de 1965, 8.072, de 25 de julho de 1990, 8.112, de 11 de dezembro de 1990, 8.429, de 2 de junho de 1992, 8.906, de 4 de julho de 1994, 9.096, de 19 de setembro de 1995, 9.504, de 30 de setembro de 1997, 9.613, de 3 de março de 1998, e 7.347, de 24 de julho de 1985; revoga dispositivos do Decreto-Lei nº 201, de 27 de fevereiro de 1967, e da Lei nº 8.137, de 27 de dezembro de 1990; e dá outras providências.","Projeto de Lei da Câmara nº 27, de 2017 e Emendas nos termos dos Pareceres, ressalvados os destaques",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/128634/votacoes#votacao_5980,Direito penal e processual penal,,,2019-06-26,2017-04-04,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/128634
NÃO,130029,5982,PLS 224/2017,"Altera a Lei nº 10.826, de 22 de dezembro de 2003, para autorizar a aquisição de uma arma de fogo de uso permitido por residentes em áreas rurais.","PLS nº 224, de 2017, com a Emenda nº 1 - CCJ, nos termos do Parecer, ressalvado o destaque",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/130029/votacoes#votacao_5982,Segurança pública,,,2019-06-26,2017-07-12,Wilder Morais PP / GO,https://www25.senado.leg.br/web/atividade/materias/-/materia/130029
LIBERADO,137060,5983,MSF 23/2019,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso III, alínea ""f"", da Constituição, combinado com parágrafo único do art. 11 da Lei nº 9.883, de 7 de dezembro de 1999, o nome do Senhor ALEXANDRE RAMAGEM RODRIGUES para exercer o cargo de Diretor-Geral da Agência Brasileira de Inteligência.","Mensagem nº 23, de 2019 - Alexandre Ramagem Rodrigues (ABIN)",1,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/137060/votacoes#votacao_5983,Nao especificado,,,2019-06-26,2019-05-23,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/137060
LIBERADO,135594,5984,PEC 17/2019,"Acrescenta o inciso XII-A, ao art. 5º, e o inciso XXX, ao art. 22, da Constituição Federal para incluir a proteção de dados pessoais entre os direitos fundamentais do cidadão e fixar a competência privativa da União para legislar sobre a matéria.","PEC nº 17, de 2019, com a Emenda nº 1 - CCJ (Redação), nos termos do Parecer (1º Turno)",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/135594/votacoes#votacao_5984,Direito civil e processual civil,,,2019-07-02,2019-03-12,Eduardo Gomes MDB / TO e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/135594
LIBERADO,135594,5985,PEC 17/2019,"Acrescenta o inciso XII-A, ao art. 5º, e o inciso XXX, ao art. 22, da Constituição Federal para incluir a proteção de dados pessoais entre os direitos fundamentais do cidadão e fixar a competência privativa da União para legislar sobre a matéria.","Proposta de Emenda à Constituição nº 17, de 2019 (2º Turno)",0,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/135594/votacoes#votacao_5985,Direito civil e processual civil,,,2019-07-02,2019-03-12,Eduardo Gomes MDB / TO e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/135594
LIBERADO,137179,5987,OFS 30/2019,"Submete à apreciação do Senado Federal, nos termos do art. 103-B, inciso III, da Constituição Federal, a indicação do Senhor EMMANOEL PEREIRA, para compor o Conselho Nacional de Justiça, na vaga destinada a Ministro do Tribunal Superior do Trabalho.","Ofício ""S"" nº 30, de 2019 - Emmanoel Pereira (CNJ)",1,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/137179/votacoes#votacao_5987,Nao especificado,,,2019-07-09,2019-06-03,Tribunal Superior do Trabalho,https://www25.senado.leg.br/web/atividade/materias/-/materia/137179
LIBERADO,137464,5988,OFS 32/2019,"Encaminha, nos termos do art. 1º, § 2º a § 5º da Resolução do Senado Federal nº 42, de 2016, a indicação do Senhor JOSUÉ ALFREDO PELLEGRINI, para ocupar o cargo de Diretor da Instituição Fiscal Independente, em vaga aberta em decorrência da saída de Gabriel Leal de Barros.","Ofício ""S"" nº 32, de 2019 - Josué Alfredo Pellegrini (IFI)",1,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/137464/votacoes#votacao_5988,Nao especificado,,,2019-07-09,2019-06-27,Omar Aziz PSD / AM,https://www25.senado.leg.br/web/atividade/materias/-/materia/137464
